customer ID,Age,Gender,Climate,Religion,Purchase power
12426,32,1,3,2,32000
12427,57,0,1,0,93000
12428,21,1,0,3,16000
12429,45,0,3,1,76000
12430,30,1,2,2,30000
12431,54,0,1,3,84000
12432,29,1,0,0,20000
12433,43,0,2,1,66000
12434,37,1,3,2,37000
12435,53,0,1,0,92000
12436,20,1,0,3,15000
12437,42,0,3,1,74000
12438,31,1,2,2,31000
12439,56,0,1,0,89000
12440,25,1,0,3,23000
12441,41,0,3,1,73000
12442,33,1,2,2,33000
12443,51,0,1,0,87000
12444,22,1,0,3,17000
12445,40,0,3,1,72000
25678,48,0,1,2,55000
25679,28,1,2,1,25000
25680,59,0,3,0,95000
25681,36,1,0,3,36000
25682,62,0,2,1,78000
25683,43,1,3,2,43000
25684,31,0,1,0,28000
25685,54,1,2,1,64000
25686,27,0,0,3,27000
25687,49,1,3,2,49000
25688,60,0,2,1,80000
25689,34,1,1,0,34000
25690,50,0,3,3,70000
25691,26,1,2,2,26000
25692,45,0,0,1,55000
25693,38,1,1,3,38000
25694,61,0,2,0,81000
25695,24,1,3,2,24000
25696,47,0,1,1,67000
25697,33,1,2,3,33000
25698,57,0,3,0,87000
25699,29,1,0,1,29000
25700,44,0,1,2,44000
25701,37,1,2,0,37000
25702,55,0,3,1,75000
25703,25,1,0,3,25000
25704,46,0,1,2,66000
25705,32,1,2,1,32000
25706,53,0,3,0,83000
25707,23,1,0,3,23000
25708,48,0,1,1,68000
25709,35,1,2,2,35000
25710,58,0,3,0,88000
25711,27,1,0,1,27000
25712,42,0,1,2,42000
25713,39,1,2,0,39000
25714,56,0,3,1,76000
25715,24,1,0,3,24000
25716,47,0,1,1,67000
25717,33,1,2,3,33000
25718,57,0,3,0,87000
25719,29,1,0,1,29000
25720,44,0,1,2,44000
25721,37,1,2,0,37000
25722,55,0,3,1,75000
25723,25,1,0,3,25000
25724,46,0,1,2,66000
25725,41,0,2,1,41000
25726,34,1,0,2,34000
25727,59,0,3,0,89000
25728,28,1,1,3,28000
25729,43,0,2,1,43000
25730,36,1,3,2,36000
25731,52,0,1,0,72000
25732,22,1,0,1,22000
25733,45,0,2,3,45000
25734,31,1,1,2,31000
25735,51,0,3,0,71000
25736,26,1,0,3,26000
25737,49,0,1,1,49000
25738,30,1,2,2,30000
25739,54,0,3,0,74000
25740,21,1,0,3,21000
25741,40,0,1,1,40000
25742,35,1,2,2,35000
25743,53,0,3,0,73000
25744,23,1,0,3,23000
25745,48,0,1,1,48000
25746,32,1,2,2,32000
25747,56,0,3,0,76000
25748,24,1,0,3,24000
25749,47,0,1,1,47000
25750,33,1,2,2,33000
25751,57,0,3,0,87000
25752,29,1,0,1,29000
25753,44,0,1,2,44000
25754,37,1,2,0,37000
25755,55,0,3,1,75000
25756,25,1,0,3,25000
25757,46,0,1,2,46000
25758,31,1,2,1,31000
25759,52,0,3,0,72000
25760,27,1,0,3,27000
25761,42,0,1,1,42000
25762,36,1,2,2,36000
25763,51,0,3,0,71000
25764,24,1,0,3,24000
25765,49,0,1,1,49000
25766,30,1,2,2,30000
25767,54,0,3,0,74000
25768,23,1,0,3,23000
25769,45,0,1,1,45000
25770,34,1,2,2,34000
25771,53,0,3,0,73000
25772,28,0,0,3,28000
25773,41,1,1,1,41000
25774,39,0,2,2,39000
25775,58,0,3,0,78000
25776,26,1,0,3,26000
25777,43,0,1,1,43000
25778,38,1,2,2,38000
25779,57,0,3,0,77000
25780,22,1,0,3,22000
25781,46,0,1,1,46000
25782,35,1,2,2,35000
25783,59,0,3,0,79000
25784,27,1,0,3,27000
25785,48,0,1,1,48000
25786,32,1,2,2,32000
25787,56,0,3,0,76000
25788,24,1,0,3,24000
25789,47,0,1,1,47000
25790,31,1,2,2,31000
25791,55,0,3,0,75000
25792,29,1,0,3,29000
25793,44,0,1,1,44000
25794,37,1,2,2,37000
25795,54,0,3,0,74000
25796,25,1,0,3,25000
25797,49,0,1,1,49000
25798,33,1,2,2,33000
25799,53,0,3,0,73000
25800,28,1,0,3,28000
25801,42,0,1,1,42000
25802,36,1,2,2,36000
25803,52,0,3,0,72000
25804,23,1,0,3,23000
25805,45,0,1,1,45000
25806,30,1,2,2,30000
25807,51,0,3,0,71000
25808,27,1,0,3,27000
25809,46,0,1,1,46000
25810,34,1,2,2,34000
25811,50,0,3,0,70000
25812,22,1,0,3,22000
25813,47,0,1,1,47000
25814,31,1,2,2,31000
25815,57,0,3,0,77000
25816,26,1,0,3,26000
25817,48,0,1,1,48000
25818,35,1,2,2,35000
25819,40,0,1,1,40000
25820,32,1,2,2,32000
25821,58,0,3,0,78000
25822,21,1,0,3,21000
25823,43,0,1,1,43000
25824,38,1,2,2,38000
25825,59,0,3,0,79000
25826,24,1,0,3,24000
25827,41,0,1,1,41000
25828,33,1,2,2,33000
25829,56,0,3,0,76000
25830,20,1,0,3,20000
25831,44,0,1,1,44000
25832,37,1,2,2,37000
25833,55,0,3,0,75000
25834,29,1,0,3,29000
25835,42,0,1,1,42000
25836,36,1,2,2,36000
25837,54,0,3,0,74000
25838,25,1,0,3,25000
25839,45,0,1,1,45000
25840,30,1,2,2,30000
25841,53,0,3,0,73000
25842,28,1,0,3,28000
25843,46,0,1,1,46000
25844,34,1,2,2,34000
25845,51,0,3,0,71000
25846,27,1,0,3,27000
25847,47,0,1,1,47000
25848,31,1,2,2,31000
25849,57,0,3,0,77000
25850,26,1,0,3,26000
25851,48,0,1,1,48000
25852,35,1,2,2,35000
25853,52,0,3,0,72000
25854,23,1,0,3,23000
25855,49,0,1,1,49000
25856,32,1,2,2,32000
25857,59,0,3,0,79000
25858,22,1,0,3,22000
25859,42,0,1,1,42000
25860,38,1,2,2,38000
25861,58,0,3,0,78000
25862,21,1,0,3,21000
25863,45,0,1,1,45000
25864,39,1,2,2,39000
25865,57,0,3,0,77000
25866,24,1,0,3,24000
25867,43,0,1,1,43000
25868,33,1,2,2,33000
25869,56,0,3,0,76000
25870,20,1,0,3,20000
25871,44,0,1,1,44000
25872,37,1,2,2,37000
25873,55,0,3,0,75000
25874,23,1,0,3,23000
25875,46,0,1,1,46000
25876,36,1,2,2,36000
25877,54,0,3,0,74000
25878,25,1,0,3,25000
25879,47,0,1,1,47000
25880,35,1,2,2,35000
25881,53,0,3,0,73000
25882,24,1,0,3,24000
25883,48,0,1,1,48000
25884,34,1,2,2,34000
25885,52,0,3,0,72000
25886,26,1,0,3,26000
25887,49,0,1,1,49000
25888,33,1,2,2,33000
25889,51,0,3,0,71000
25890,27,1,0,3,27000
25891,45,0,1,1,45000
25892,38,1,2,2,38000
25893,59,0,3,0,79000
25894,22,1,0,3,22000
25895,42,0,1,1,42000
25896,39,1,2,2,39000
25897,58,0,3,0,78000
25898,21,1,0,3,21000
25899,46,0,1,1,46000
25900,31,1,2,2,31000
25901,57,0,3,0,77000
25902,28,1,0,3,28000
25903,47,0,1,1,47000
25904,32,1,2,2,32000
25905,56,0,3,0,76000
25906,29,1,0,3,29000
25907,48,0,1,1,48000
25908,37,1,2,2,37000
25909,55,0,3,0,75000
25910,26,1,0,3,26000
25911,49,0,1,1,49000
25912,36,1,2,2,36000
25913,54,0,3,0,74000
25914,25,1,0,3,25000
25915,43,0,1,1,43000
25916,35,1,2,2,35000
25917,53,0,3,0,73000
25918,24,1,0,3,24000
25919,47,0,1,1,47000
25920,34,1,2,2,34000
25921,52,0,3,0,72000
25922,23,1,0,3,23000
25923,44,0,1,1,44000
25924,33,1,2,2,33000
25925,51,0,3,0,71000
25926,22,1,0,3,22000
25927,41,0,1,1,41000
25928,32,1,2,2,32000
25929,50,0,3,0,70000
25930,21,1,0,3,21000
25931,45,0,1,1,45000
25932,31,1,2,2,31000
25933,59,0,3,0,79000
25934,26,1,0,3,26000
25935,46,0,1,1,46000
25936,38,1,2,2,38000
25937,58,0,3,0,78000
25938,27,1,0,3,27000
25939,49,0,1,1,49000
25940,39,1,2,2,39000
25941,57,0,3,0,77000
25942,28,1,0,3,28000
25943,48,0,1,1,48000
25944,37,1,2,2,37000
25945,56,0,3,0,76000
25946,29,1,0,3,29000
25947,47,0,1,1,47000
25948,36,1,2,2,36000
25949,55,0,3,0,75000
25950,25,1,0,3,25000
25951,44,0,1,1,44000
25952,35,1,2,2,35000
25953,54,0,3,0,74000
25954,24,1,0,3,24000
25955,43,0,1,1,43000
25956,34,1,2,2,34000
25957,53,0,3,0,73000
25958,23,1,0,3,23000
25959,42,0,1,1,42000
25961,35,0,2,1,35000
25962,47,1,1,0,47000
25963,28,0,3,2,28000
25964,52,1,0,3,52000
25965,30,0,2,1,30000
25966,45,1,1,2,45000
25967,57,0,3,0,57000
25968,33,1,0,1,33000
25969,48,0,2,3,48000
25970,29,1,1,0,29000
25971,56,0,3,2,56000
25972,37,1,0,1,37000
25973,44,0,1,3,44000
25974,51,1,2,0,51000
25975,32,0,3,2,32000
25976,46,1,0,1,46000
25977,58,0,1,3,58000
25978,39,1,2,0,39000
25979,50,0,3,1,50000
25980,26,1,0,2,26000
25981,43,0,1,0,43000
25982,36,1,2,3,36000
25983,55,0,3,1,55000
25984,31,1,0,2,31000
25985,49,0,1,3,49000
25986,53,1,2,0,53000
25987,27,0,3,1,27000
25988,42,1,0,0,42000
25989,38,0,1,2,38000
25990,54,1,2,3,54000
25991,25,0,3,0,25000
25992,41,1,0,1,41000
25993,59,0,1,2,59000
25994,34,1,2,3,34000
25995,47,0,3,0,47000
25996,51,1,0,1,51000
25997,35,0,1,2,35000
25998,46,1,2,0,46000
25999,56,0,3,3,56000
26000,28,1,0,1,28000
26001,48,0,1,2,48000
26002,57,1,2,0,57000
26003,33,0,3,3,33000
26004,45,1,0,1,45000
26005,52,0,1,2,52000
26006,30,1,2,0,30000
26007,44,0,3,3,44000
26008,59,1,0,1,59000
26009,37,0,1,2,37000
26010,40,1,2,0,40000
26011,51,0,3,1,51000
26012,32,1,0,3,32000
26013,47,0,1,0,47000
26014,36,1,2,1,36000
26015,54,0,3,2,54000
26016,29,1,0,0,29000
26017,43,0,1,3,43000
26018,56,1,2,1,56000
26019,31,0,3,0,31000
26020,46,1,0,2,46000
26021,58,0,1,3,58000
26022,35,1,2,1,35000
26023,53,0,3,0,53000
26024,42,1,0,3,42000
26025,39,0,1,2,39000
26026,50,1,2,1,50000
26027,27,0,3,0,27000
26028,45,1,0,1,45000
26029,55,0,1,2,55000
26030,34,1,2,0,34000
26031,48,0,3,3,48000
26032,52,1,0,1,52000
26033,33,0,1,0,33000
26034,41,1,2,2,41000
26035,57,0,3,1,57000
26036,28,1,0,3,28000
26037,49,0,1,0,49000
26038,38,1,2,1,38000
26039,51,0,3,2,51000
26040,26,1,0,0,26000
26041,44,0,1,3,44000
26042,59,1,2,1,59000
26043,36,0,3,0,36000
26044,47,1,0,2,47000
26045,53,0,1,3,53000
26046,30,1,2,1,30000
26047,46,0,3,0,46000
26048,50,1,0,2,50000
26049,29,0,1,3,29000
26050,42,1,2,1,42000
26051,54,0,3,2,54000
26052,35,1,0,0,35000
26053,48,0,1,3,48000
26054,58,1,2,1,58000
26055,25,0,3,0,25000
26056,37,1,0,2,37000
26057,56,0,1,1,56000
26058,43,1,2,3,43000
26059,31,0,3,2,31000
26060,51,1,0,0,51000
26061,24,0,1,1,24000
26062,40,1,2,3,40000
26063,32,0,3,2,32000
26064,54,1,0,0,54000
26065,23,0,1,1,23000
26066,45,1,2,3,45000
26067,33,0,3,0,33000
26068,53,1,0,2,53000
26069,22,0,1,3,22000
26070,44,1,2,1,44000
26071,34,0,3,0,34000
26072,52,1,0,2,52000
26073,21,0,1,3,21000
26074,46,1,2,1,46000
26075,35,0,3,0,35000
26076,55,1,0,2,55000
26077,20,0,1,3,20000
26078,47,1,2,1,47000
26079,36,0,3,0,36000
26080,57,1,0,2,57000
26081,24,0,1,1,24000
26082,41,1,2,3,41000
26083,30,0,3,0,30000
26084,50,1,0,2,50000
26085,23,0,1,3,23000
26086,42,1,2,1,42000
26087,31,0,3,0,31000
26088,53,1,0,2,53000
26089,22,0,1,3,22000
26090,43,1,2,1,43000
26091,32,0,3,0,32000
26092,54,1,0,2,54000
26093,21,0,1,3,21000
26094,44,1,2,1,44000
26095,33,0,3,0,33000
26096,51,1,0,2,51000
26097,20,0,1,3,20000
26098,45,1,2,1,45000
26099,34,0,3,0,34000
26100,56,1,0,2,56000
26101,25,0,1,1,25000
26102,48,1,2,3,48000
26103,37,0,3,0,37000
26104,58,1,0,2,58000
26105,26,0,1,3,26000
26106,49,1,2,1,49000
26107,38,0,3,0,38000
26108,59,1,0,2,59000
26109,27,0,1,3,27000
26110,50,1,2,1,50000
26111,39,0,3,0,39000
26112,60,1,0,2,60000
26113,28,0,1,3,28000
26114,51,1,2,1,51000
26115,40,0,3,0,40000
26116,61,1,0,2,61000
26117,29,0,1,3,29000
26118,52,1,2,1,52000
26119,41,0,3,0,41000
26120,62,1,0,2,62000
26121,30,0,1,3,30000
26122,53,1,2,1,53000
26123,42,0,3,0,42000
26124,63,1,0,2,63000
26125,31,0,1,3,31000
26126,54,1,2,1,54000
26127,43,0,3,0,43000
26128,64,1,0,2,64000
26129,32,0,1,3,32000
26130,55,1,2,1,55000
26131,44,0,3,0,44000
26132,65,1,0,2,65000
26133,33,0,1,3,33000
26134,56,1,2,1,56000
26135,45,0,3,0,45000
26136,66,1,0,2,66000
26137,34,0,1,3,34000
26138,57,1,2,1,57000
26139,46,0,3,0,46000
26140,67,1,0,2,67000
26141,35,0,1,3,35000
26142,58,1,2,1,58000
26143,47,0,3,0,47000
26144,68,1,0,2,68000
26145,36,0,1,3,36000
26146,59,1,2,1,59000
26147,48,0,3,0,48000
26148,69,1,0,2,69000
26149,25,0,2,1,25000
26150,50,1,1,3,50000
26151,40,0,3,0,40000
26152,60,1,0,2,60000
26153,35,0,1,3,35000
26154,51,1,2,1,51000
26155,41,0,3,0,41000
26156,61,1,0,2,61000
26157,36,0,1,3,36000
26158,52,1,2,1,52000
26159,42,0,3,0,42000
26160,62,1,0,2,62000
26161,37,0,1,3,37000
26162,53,1,2,1,53000
26163,43,0,3,0,43000
26164,63,1,0,2,63000
26165,38,0,1,3,38000
26166,54,1,2,1,54000
26167,44,0,3,0,44000
26168,64,1,0,2,64000
26169,39,0,1,3,39000
26170,55,1,2,1,55000
26171,45,0,3,0,45000
26172,65,1,0,2,65000
26173,40,0,3,0,40000
26174,50,1,1,3,50000
26175,60,1,0,2,60000
26176,35,0,1,3,35000
26177,51,1,2,1,51000
26178,41,0,3,0,41000
26179,61,1,0,2,61000
26180,36,0,1,3,36000
26181,52,1,2,1,52000
26182,42,0,3,0,42000
26183,62,1,0,2,62000
26184,37,0,1,3,37000
26185,53,1,2,1,53000
26186,43,0,3,0,43000
26187,63,1,0,2,63000
26188,38,0,1,3,38000
26189,54,1,2,1,54000
26190,44,0,3,0,44000
26191,64,1,0,2,64000
26192,39,0,1,3,39000
26193,55,1,2,1,55000
26194,45,0,3,0,45000
26195,65,1,0,2,65000
26196,28,0,1,3,28000
26197,56,1,2,1,56000
26198,46,0,3,0,46000
26199,66,1,0,2,66000
26200,30,0,1,3,30000
26201,57,1,2,1,57000
26202,47,0,3,0,47000
26203,67,1,0,2,67000
26204,31,0,1,3,31000
26205,58,1,2,1,58000
26206,48,0,3,0,48000
26207,68,1,0,2,68000
26208,32,0,1,3,32000
26209,59,1,2,1,59000
26210,49,0,3,0,49000
26211,69,1,0,2,69000
26212,33,0,1,3,33000
26213,60,1,2,1,60000
26214,50,0,3,0,50000
26215,70,1,0,2,70000
26216,34,0,1,3,34000
26217,61,1,2,1,61000
26218,51,0,3,0,51000
26219,71,1,0,2,71000
26220,35,0,1,3,35000
26221,62,1,2,1,62000
26222,52,0,3,0,52000
26223,72,1,0,2,72000
26224,36,0,1,3,36000
26225,63,1,2,1,63000
26226,53,0,3,0,53000
26227,73,1,0,2,73000
26228,37,0,1,3,37000
26229,64,1,2,1,64000
26230,54,0,3,0,54000
26231,74,1,0,2,74000
26232,38,0,1,3,38000
26233,65,1,2,1,65000
26234,55,0,3,0,55000
26235,75,1,0,2,75000
26236,39,0,1,3,39000
26237,66,1,2,1,66000
26238,56,0,3,0,56000
26239,76,1,0,2,76000
26240,40,0,1,3,40000
26241,67,1,2,1,67000
26242,57,0,3,0,57000
26243,41,0,1,3,41000
26244,68,1,0,2,68000
26245,58,0,3,0,58000
26246,77,1,0,2,77000
26247,42,0,1,3,42000
26248,69,1,2,1,69000
26249,59,0,3,0,59000
26250,78,1,0,2,78000
26251,43,0,1,3,43000
26252,70,1,2,1,70000
26253,60,0,3,0,60000
26254,79,1,0,2,79000
26255,44,0,1,3,44000
26256,71,1,2,1,71000
26257,61,0,3,0,61000
26258,80,1,0,2,80000
26259,45,0,1,3,45000
26260,72,1,2,1,72000
26261,62,0,3,0,62000
26262,81,1,0,2,81000
26263,46,0,1,3,46000
26264,73,1,2,1,73000
26265,63,0,3,0,63000
26266,82,1,0,2,82000
26267,47,0,1,3,47000
26268,74,1,2,1,74000
26269,64,0,3,0,64000
26270,83,1,0,2,83000
26271,48,0,1,3,48000
26272,75,1,2,1,75000
26273,65,0,3,0,65000
26274,84,1,0,2,84000
26275,49,0,1,3,49000
26276,76,1,2,1,76000
26277,66,0,3,0,66000
26278,85,1,0,2,85000
26279,50,0,1,3,50000
26280,77,1,2,1,77000
26281,67,0,3,0,67000
26282,86,1,0,2,86000
26283,51,0,1,3,51000
26284,78,1,2,1,78000
26285,68,0,3,0,68000
26286,87,1,0,2,87000
26287,52,0,1,3,52000
26288,79,1,2,1,79000
26289,69,0,3,0,69000
26290,53,0,1,3,53000
26291,80,1,0,2,80000
26292,40,0,1,3,40000
26293,70,1,2,1,70000
26294,60,0,3,0,60000
26295,85,1,0,2,85000
26296,55,0,1,3,55000
26297,75,1,2,1,75000
26298,65,0,3,0,65000
26299,88,1,0,2,88000
26300,58,0,1,3,58000
26301,78,1,2,1,78000
26302,68,0,3,0,68000
26303,82,1,0,2,82000
26304,59,0,1,3,59000
26305,79,1,2,1,79000
26306,69,0,3,0,69000
26307,83,1,0,2,83000
26308,54,0,1,3,54000
26309,74,1,2,1,74000
26310,64,0,3,0,64000
26311,87,1,0,2,87000
26312,57,0,1,3,57000
26313,77,1,2,1,77000
26314,67,0,3,0,67000
26315,86,1,0,2,86000
26316,56,0,1,3,56000
26317,76,1,2,1,76000
26318,66,0,3,0,66000
26319,84,1,0,2,84000
26320,53,0,1,3,53000
26321,73,1,2,1,73000
26322,63,0,3,0,63000
26323,81,1,0,2,81000
26324,52,0,1,3,52000
26325,72,1,2,1,72000
26326,62,0,3,0,62000
26327,80,1,0,2,80000
26328,51,0,1,3,51000
26329,71,1,2,1,71000
26330,61,0,3,0,61000
26331,79,1,0,2,79000
26332,50,0,1,3,50000
26333,70,1,2,1,70000
26334,60,0,3,0,60000
26335,82,1,0,2,82000
26336,55,0,1,3,55000
26337,45,0,1,3,45000
26338,78,1,2,1,78000
26339,64,0,3,0,64000
26340,89,1,0,2,89000
26341,58,0,1,3,58000
26342,75,1,2,1,75000
26343,67,0,3,0,67000
26344,91,1,0,2,91000
26345,59,0,1,3,59000
26346,74,1,2,1,74000
26347,65,0,3,0,65000
26348,88,1,0,2,88000
26349,57,0,1,3,57000
26350,73,1,2,1,73000
26351,63,0,3,0,63000
26352,85,1,0,2,85000
26353,54,0,1,3,54000
26354,72,1,2,1,72000
26355,62,0,3,0,62000
26356,83,1,0,2,83000
26357,56,0,1,3,56000
26358,71,1,2,1,71000
26359,61,0,3,0,61000
26360,84,1,0,2,84000
26361,53,0,1,3,53000
26362,70,1,2,1,70000
26363,60,0,3,0,60000
26364,87,1,0,2,87000
26365,52,0,1,3,52000
26366,76,1,2,1,76000
26367,66,0,3,0,66000
26368,86,1,0,2,86000
26369,55,0,1,3,55000
26370,77,1,2,1,77000
26371,64,0,3,0,64000
26372,82,1,0,2,82000
26373,51,0,1,3,51000
26374,73,1,2,1,73000
26375,63,0,3,0,63000
26376,80,1,0,2,80000
26377,50,0,1,3,50000
26378,72,1,2,1,72000
26379,62,0,3,0,62000
26380,85,1,0,2,85000
26381,54,0,1,3,54000
26382,71,1,2,1,71000
26383,61,0,3,0,61000
26384,48,0,2,1,48000
26385,78,1,1,0,78000
26386,59,0,3,2,59000
26387,69,1,0,3,69000
26388,45,0,1,1,45000
26389,75,1,2,0,75000
26390,57,0,3,2,57000
26391,68,1,0,1,68000
26392,43,0,1,3,43000
26393,76,1,2,0,76000
26394,55,0,3,2,55000
26395,67,1,0,1,67000
26396,41,0,1,3,41000
26397,74,1,2,0,74000
26398,53,0,3,2,53000
26399,66,1,0,1,66000
26400,40,0,1,3,40000
26401,73,1,2,0,73000
26402,51,0,3,2,51000
26403,65,1,0,1,65000
26404,39,0,1,3,39000
26405,72,1,2,0,72000
26406,50,0,3,2,50000
26407,64,1,0,1,64000
26408,38,0,1,3,38000
26409,71,1,2,0,71000
26410,49,0,3,2,49000
26411,63,1,0,1,63000
26412,37,0,1,3,37000
26413,70,1,2,0,70000
26414,48,0,3,2,48000
26415,62,1,0,1,62000
26416,36,0,1,3,36000
26417,69,1,2,0,69000
26418,47,0,3,2,47000
26419,61,1,0,1,61000
26420,35,0,1,3,35000
26421,68,1,2,0,68000
26422,46,0,3,2,46000
26423,60,1,0,1,60000
26424,34,0,1,3,34000
26425,67,1,2,0,67000
26426,45,0,3,2,45000
26427,59,1,0,1,59000
26428,33,0,1,3,33000
26429,66,1,2,0,66000
26430,44,0,3,2,44000
26431,55,0,1,3,55000
26432,75,1,0,1,75000
26433,43,0,3,2,43000
26434,67,1,2,0,67000
26435,32,0,1,3,32000
